,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
31291,289,192.168.1.1-192.168.1.3-40618-20000,192.168.1.1,192.168.1.3,40618,20000,6, 16/05/2020  21:08:46 ,423,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,2380614.657,2375886.525,2361702.128,4728.132388,423,-1,423,423,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,2364.066194,2364.066194,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
799,54,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  13:08:19 ,118430807,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62093552,14.55702316,11.34839856,1.063912365,947446.456,1002332.596,2089629,298,118429948,1941474.557,342334.2492,2090197,14948,118430159,1879843.794,480779.1228,2090762,298,620,62,124,640,64,256,0.523512434,0.540399932,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
39077,95,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:14:27 ,118452296,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.61810165,14.5543823,11.3463398,1.063719356,947618.368,990111.587,2096559,197,118452058,1941837.016,253750.2284,2096876,853289,118452024,1880190.857,424319.8628,2096801,326,620,62,124,640,64,256,0.523417461,0.540301895,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
23905,557,192.168.1.11-192.168.1.10-32935-20002,192.168.1.11,192.168.1.10,32935,20002,6, 16/05/2020  01:28:03 ,119258740,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,15.91497613,14.79136875,11.40377636,1.123607377,896682.2556,975451.9294,2000937,535,119258066,1834739.477,468795.6375,2002035,23485,119258205,1779973.209,556488.2238,2001962,23947,660,66,132,680,68,272,0.553418559,0.570188818,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,3,18,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
19662,130,192.168.1.1-192.168.1.3-48122-20001,192.168.1.1,192.168.1.3,48122,20001,6, 16/05/2020  00:14:03 ,118062534,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07622618,14.94123445,11.51931908,1.134991732,887688.2256,974290.7238,2003587,173,118062229,1816341.985,498322.6671,2003855,36606,118062205,1762122.463,579206.6859,2003914,244,660,66,132,680,68,272,0.559025779,0.575965954,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,11,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
1470,5,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  11:24:01 ,118134231,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.8424608,10.78434243,7.601522373,1.05811837,952695.4113,987527.654,2068658,122,118133971,1936622.475,250615.4746,2068938,933098,118134056,1905388,349646.3528,2068903,492,620,62,124,630,63,252,0.524826712,0.533291659,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,3,12,125,MASTER,1,129,0,0,0,62,63,STOP_APP
38212,54,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:28:29 ,118242791,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64577413,14.58017005,11.36644347,1.065604076,945942.328,992055.0782,2081161,322,118242068,1938394.557,284826.7869,2081863,421057,118242115,1876858.968,442516.8732,2081873,322,620,62,124,640,64,256,0.524344863,0.541259213,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
27539,475,192.168.1.5-192.168.1.2-20000-40697,192.168.1.5,192.168.1.2,20000,40697,6, 16/05/2020  15:51:18 ,25738067,16,15,556,540,476,126,111,81,282,7,34.75,78.25811992,281,6,33.75,78.25811992,277,2,29.75,78.25811992,17,5,8.4,2.501428163,16,4,7.4,2.501428163,14,2,5.4,2.501428163,26.4977164,25.29327474,21.64109682,1.204441654,857935.5667,988340.4314,2000201,213,25738067,1715871.133,670562.82,2001333,508,25736986,1838356.143,491725.6249,2001123,153139,160,16,64,150,15,30,0.621647306,0.582794349,22,5,282,56.9584644,3244.266667,21,4,281,56.9584644,3244.266667,17.96774194,2,277,56.72829034,3218.098925,0,0,0,0,0,0,0,0,13,1,31,OUTSTATION,1,129,0,0,0,15,16,NORMAL
25826,392,192.168.1.12-192.168.1.5-39168-20000,192.168.1.12,192.168.1.5,39168,20000,6, 16/05/2020  17:31:39 ,272,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,3702205.882,3694852.941,3672794.118,7352.941176,272,-1,272,272,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,3676.470588,3676.470588,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
36471,1102,192.168.1.11-192.168.1.4-39696-20000,192.168.1.11,192.168.1.4,39696,20000,6, 16/05/2020  23:03:14 ,133,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,7571428.571,7556390.977,7511278.195,15037.59398,133,-1,133,133,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,7518.796992,7518.796992,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
1898,193,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  14:32:33 ,118376351,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62812153,14.56371974,11.3536191,1.064401791,947010.808,989384.3927,2071181,199,118376067,1940591.262,252846.1849,2071425,885122,118375959,1878983.476,423633.089,2071475,278,620,62,124,640,64,256,0.523753262,0.540648529,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
392,174,192.168.1.3-192.168.1.2-20000-40837,192.168.1.3,192.168.1.2,20000,40837,6, 18/05/2020  20:36:37 ,115218125,18,11,1458,1440,1368,115,104,82,282,7,81,112.1946837,281,6,80,112.1946837,277,2,76,112.1946837,17,8,10.45454545,4.203894298,16,7,9.454545455,4.203894298,14,5,7.454545455,4.203894298,13.65236589,13.40066938,12.58482552,0.25169651,4114933.036,6410758.634,27016810,19,115218125,6777536.765,8546874.573,27017862,378,89003035,8900303.5,7673098.147,27033009,2000981,180,18,72,110,11,22,0.15622542,0.09547109,54.24137931,7,282,94.13996236,8862.332512,53.24137931,6,281,94.13996236,8862.332512,50,2,277,93.77899552,8794.5,1288958.556,2407815.885,6002966,0,11472244.56,6731842.989,27016810,5972036,11,1,29,OUTSTATION,1,129,0,0,0,11,18,NORMAL
30507,646,192.168.1.5-192.168.1.12-20000-38868,192.168.1.5,192.168.1.12,20000,38868,6, 16/05/2020  17:00:04 ,48,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,20979166.67,20937500,20812500,41666.66667,48,-1,48,48,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,20833.33333,20833.33333,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,13,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_ENUMERATE
7436,282,192.168.1.1-192.168.1.8-39909-20001,192.168.1.1,192.168.1.8,39909,20001,6, 15/05/2020  01:50:04 ,118054680,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38223915,15.2471719,11.82502888,1.135067242,887629.1729,974998.3979,2001125,194,118054288,1816219.815,503602.6075,2001356,24304,118054411,1762006.134,581684.0869,2001412,24487,660,66,132,680,68,272,0.55906297,0.576004272,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,16,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
39013,29,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  00:08:09 ,118492115,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.61285323,14.54949133,11.34252688,1.063361895,947936.92,997570.6566,2077770,178,118491890,1942490,306222.3186,2078093,189921,118491766,1880821.683,456684.129,2078152,366,620,62,124,640,64,256,0.523241568,0.540120328,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
38820,73,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  00:52:09 ,118351472,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63140676,14.56678122,11.35600578,1.064625542,946811.776,989450.6827,2068314,167,118351090,1940181.803,254882.9482,2068650,779871,118351249,1878591.254,424742.3975,2068600,435,620,62,124,640,64,256,0.523863362,0.54076218,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
18,18,192.168.1.4-192.168.1.2-20000-48948,192.168.1.4,192.168.1.2,20000,48948,6, 18/05/2020  19:14:28 ,118346264,9,8,63,54,18,91,83,67,7,7,7,0,6,6,6,0,2,2,2,0,35,8,11.375,9.545941546,34,7,10.375,9.545941546,32,5,8.375,9.545941546,1.301266257,1.157619982,0.718231376,0.143646275,7396641.5,5628058.103,20053066,930867,112901864,14112733,14300475.85,40655694,2003741,108322772,15474681.71,10127555.82,34017960,7000068,90,9,36,80,8,16,0.076048028,0.067598247,9.058823529,7,35,6.703269615,44.93382353,8.058823529,6,34,6.703269615,44.93382353,5,2,32,7.115124735,50.625,794376.9091,1319122.86,4009856,0,9964374.364,4919465.153,20053066,5444400,12,1,17,OUTSTATION,1,129,0,0,0,8,9,REPLAY
22250,336,192.168.1.11-192.168.1.8-55668-20002,192.168.1.11,192.168.1.8,55668,20002,6, 16/05/2020  01:58:04 ,118057060,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97532583,14.85722243,11.48597128,1.118103398,901198.9313,980443.1273,2002050,203,118056760,1844636.875,468330.7235,2002308,28825,118056802,1788739.424,558259.1068,2002365,313,650,65,130,670,67,268,0.550581219,0.56752218,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,16,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
23385,37,192.168.1.11-192.168.1.4-49714-20002,192.168.1.11,192.168.1.4,49714,20002,6, 15/05/2020  23:18:00 ,118050171,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97625809,14.85808945,11.48664156,1.118168647,901146.3435,971977.907,2000790,306,118049518,1844523.719,429218.9463,2001478,319353,118049601,1788630.318,529235.5041,2001496,306,650,65,130,670,67,268,0.550613349,0.567555298,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,3,12,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
27876,812,192.168.1.4-192.168.1.2-20000-46866,192.168.1.4,192.168.1.2,20000,46866,6, 16/05/2020  16:38:31 ,23820367,15,14,549,534,474,118,104,76,282,7,36.6,80.64188915,281,6,35.6,80.64188915,277,2,31.6,80.64188915,17,5,8.428571429,2.593313465,16,4,7.428571429,2.593313465,14,2,5.428571429,2.593313465,28.00124784,26.78380228,23.08948473,1.217445558,850727.3929,996176.4832,2000221,206,23820367,1701454.786,711178.7491,2001341,15748,23819429,1832263.769,548298.7064,2001112,15956,150,15,60,140,14,28,0.62971322,0.587732338,23,5,282,58.82115752,3459.928571,22,4,281,58.82115752,3459.928571,18.96551724,2,277,58.58173945,3431.820197,0,0,0,0,0,0,0,0,12,1,29,OUTSTATION,1,129,0,0,0,14,15,NORMAL
35935,558,192.168.1.11-192.168.1.4-39152-20000,192.168.1.11,192.168.1.4,39152,20000,6, 16/05/2020  21:05:18 ,150,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,6713333.333,6700000,6660000,13333.33333,150,-1,150,150,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,6666.666667,6666.666667,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
17664,16,192.168.1.12-192.168.1.7-59969-20003,192.168.1.12,192.168.1.7,59969,20003,6, 15/05/2020  23:14:00 ,118059364,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07665784,14.94163563,11.51962838,1.135022208,887664.391,972062.2999,2001520,426,118058392,1816282.954,488840.9537,2002211,37310,118058766,1762071.134,573281.8369,2002279,426,660,66,132,680,68,272,0.559040789,0.575981419,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,15,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
39121,139,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:58:34 ,118898364,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.55950761,14.49977899,11.30377202,1.059728627,951186.912,995423.2237,2069629,191,118898099,1949149.164,267022.2308,2069834,505032,118897933,1887268.778,433192.1042,2069884,398,620,62,124,640,64,256,0.521453769,0.538274858,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
27209,145,192.168.1.4-192.168.1.2-20000-59742,192.168.1.4,192.168.1.2,20000,59742,6, 16/05/2020  15:04:42 ,21935854,12,12,84,72,24,93,81,57,7,7,7,0,6,6,6,0,2,2,2,0,8,5,7.75,0.866025404,7,4,6.75,0.866025404,5,2,4.75,0.866025404,8.068981495,6.974882309,3.692584752,1.094099186,953732.7826,1017752.169,2000474,159,21935854,1994168.545,22563.91752,2001159,1926137,21934955,1994086.818,22916.23978,2001141,1924992,120,12,48,120,12,24,0.547049593,0.547049593,7.375,5,8,0.710939366,0.505434783,6.375,4,7,0.710939366,0.505434783,3.375,2,5,1.526932133,2.331521739,0,0,0,0,0,0,0,0,12,1,24,OUTSTATION,1,129,0,0,0,12,12,NORMAL
532,27,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  12:14:06 ,118135641,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65996497,14.59339438,11.37675293,1.066570587,945085.128,989205.3677,2069656,286,118135069,1936640.475,269784.6351,2070427,560034,118134939,1875157.762,433109.6773,2070192,286,620,62,124,640,64,256,0.524820448,0.54175014,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
627,2,192.168.1.11-192.168.1.4-60411-20002,192.168.1.11,192.168.1.4,60411,20002,6, 19/05/2020  11:24:01 ,118134780,62,63,514,452,328,885,822,570,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,14.04761905,40.37263069,281,6,13.04761905,40.37263069,277,2,9.047619048,40.37263069,11.84240577,10.78429231,7.601487047,1.058113453,952699.8387,987022.2299,2068111,406,118134000,1936622.951,250609.4062,2068907,933143,118134064,1905388.129,349653.4241,2068925,406,620,62,124,630,63,252,0.524824273,0.53328918,11.192,7,282,28.71570774,824.591871,10.192,6,281,28.71570774,824.591871,7.184,2,277,28.63208892,819.7965161,0,0,0,0,0,0,0,0,3,12,125,MASTER,1,129,0,0,0,62,63,STOP_APP
15794,59,192.168.1.12-192.168.1.9-57817-20003,192.168.1.12,192.168.1.9,57817,20003,6, 15/05/2020  18:48:02 ,118060399,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.0765169,14.94150464,11.51952739,1.135012258,887672.1729,959838.7716,2001412,157,118060242,1816311.415,434202.2436,2001834,305847,118059933,1762088.552,528919.5703,2001804,685,660,66,132,680,68,272,0.559035888,0.57597637,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,4,17,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
39169,187,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  02:46:35 ,118852342,63,64,522,459,333,1336,1272,1016,17,8,8.285714286,1.590582886,16,7,7.285714286,1.590582886,14,5,5.285714286,1.590582886,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63284298,14.5642902,11.35021807,1.068552776,943272.5556,994462.7932,2083823,168,118851867,1916965.597,361483.0535,2084047,157617,118851748,1886535.683,444210.2083,2205341,376,630,63,126,640,64,256,0.530069487,0.538483289,14.62992126,7,282,39.96423066,1597.139733,13.62992126,6,281,39.96423066,1597.139733,10.62204724,2,277,39.81782506,1585.459193,0,0,0,0,0,0,0,0,3,12,127,MASTER,1,129,0,0,0,63,64,INIT_DATA
35598,214,192.168.1.11-192.168.1.4-38808-20000,192.168.1.11,192.168.1.4,38808,20000,6, 16/05/2020  19:51:04 ,102,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,9872549.02,9852941.176,9794117.647,19607.84314,102,-1,102,102,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,9803.921569,9803.921569,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
20780,299,192.168.1.1-192.168.1.5-41050-20001,192.168.1.1,192.168.1.5,41050,20001,6, 16/05/2020  01:38:06 ,118057300,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07693891,14.94189686,11.51982978,1.135042052,887648.8722,979707.3144,2002212,106,118056802,1816258.492,520042.5002,2002510,3832,118057120,1762046.567,597381.228,2002394,719,660,66,132,680,68,272,0.559050563,0.575991489,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
29514,763,192.168.1.11-192.168.1.4-37834-20000,192.168.1.11,192.168.1.4,37834,20000,6, 16/05/2020  17:28:08 ,40,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,25175000,25125000,24975000,50000,40,-1,40,40,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,25000,25000,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
24353,45,192.168.1.1-192.168.1.3-37952-20000,192.168.1.1,192.168.1.3,37952,20000,6, 16/05/2020  15:04:34 ,214,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4705607.477,4696261.682,4668224.299,9345.794393,214,-1,214,214,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4672.897196,4672.897196,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
21217,163,192.168.1.2-192.168.1.4-33135-20000,192.168.1.2,192.168.1.4,33135,20000,6, 16/05/2020  00:30:03 ,118060246,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.66996565,14.60271394,11.38401829,1.067251715,944481.968,1000821.523,2001935,107,118060067,1935410.934,354875.1429,2002049,19867,118060086,1873969.619,483783.5366,2002073,20090,620,62,124,640,64,256,0.525155606,0.542096109,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,1,12,126,MASTER,1,129,0,0,0,62,64,NORMAL
